Postcode_District,Year,Measure,Value
SW10,1996,Sales,569
SW11,1996,Sales,1991
SW12,1996,Sales,923
SW13,1996,Sales,465
SW14,1996,Sales,515
SW15,1996,Sales,1367
SW16,1996,Sales,1415
SW17,1996,Sales,1224
SW18,1996,Sales,1523
SW19,1996,Sales,2007
SW1A,1996,Sales,7
SW1E,1996,Sales,14
SW1H,1996,Sales,8
SW1P,1996,Sales,227
SW1V,1996,Sales,481
SW1W,1996,Sales,146
SW1X,1996,Sales,260
SW1Y,1996,Sales,6
SW2,1996,Sales,717
SW20,1996,Sales,694
SW3,1996,Sales,845
SW4,1996,Sales,901
SW5,1996,Sales,537
SW6,1996,Sales,1810
SW7,1996,Sales,639
SW8,1996,Sales,388
SW9,1996,Sales,368
TN14,1996,Sales,226
TN16,1996,Sales,371
TW1,1996,Sales,948
TW10,1996,Sales,488
TW11,1996,Sales,664
TW12,1996,Sales,484
TW13,1996,Sales,640
TW14,1996,Sales,410
TW2,1996,Sales,653
TW3,1996,Sales,502
TW4,1996,Sales,229
TW5,1996,Sales,333
TW7,1996,Sales,661
TW8,1996,Sales,197
TW9,1996,Sales,552
UB1,1996,Sales,312
UB10,1996,Sales,630
UB2,1996,Sales,347
UB3,1996,Sales,706
UB4,1996,Sales,638
UB5,1996,Sales,534
UB6,1996,Sales,687
UB7,1996,Sales,504
UB8,1996,Sales,591
UB9,1996,Sales,265
W10,1996,Sales,293
W11,1996,Sales,636
W12,1996,Sales,625
W13,1996,Sales,683
W14,1996,Sales,932
W1B,1996,Sales,20
W1D,1996,Sales,16
W1F,1996,Sales,30
W1G,1996,Sales,90
W1H,1996,Sales,161
W1J,1996,Sales,45
W1K,1996,Sales,62
W1S,1996,Sales,2
W1T,1996,Sales,49
W1U,1996,Sales,124
W1W,1996,Sales,56
W2,1996,Sales,1257
W3,1996,Sales,700
W4,1996,Sales,1238
W5,1996,Sales,1069
W6,1996,Sales,754
W7,1996,Sales,496
W8,1996,Sales,695
W9,1996,Sales,957
WC1A,1996,Sales,12
WC1B,1996,Sales,20
WC1E,1996,Sales,16
WC1H,1996,Sales,133
WC1N,1996,Sales,63
WC1R,1996,Sales,17
WC1X,1996,Sales,49
WC2B,1996,Sales,17
WC2E,1996,Sales,11
WC2H,1996,Sales,40
WC2N,1996,Sales,14
WC2R,1996,Sales,1
BR1,1997,Sales,1233
BR2,1997,Sales,1074
BR3,1997,Sales,1214
BR4,1997,Sales,347
BR5,1997,Sales,953
BR6,1997,Sales,1100
BR7,1997,Sales,475
CR0,1997,Sales,2991
CR2,1997,Sales,1123
CR3,1997,Sales,808
CR4,1997,Sales,1070
CR5,1997,Sales,595
CR7,1997,Sales,812
CR8,1997,Sales,706
DA1,1997,Sales,1031
DA14,1997,Sales,473
DA15,1997,Sales,640
DA16,1997,Sales,611
DA17,1997,Sales,402
DA18,1997,Sales,27
DA5,1997,Sales,447
DA6,1997,Sales,237
DA7,1997,Sales,699
DA8,1997,Sales,811
E1,1997,Sales,680
E10,1997,Sales,650
E11,1997,Sales,1107
E12,1997,Sales,508
E13,1997,Sales,573
E14,1997,Sales,1565
E15,1997,Sales,496
E16,1997,Sales,497
E17,1997,Sales,1974
E18,1997,Sales,510
E1W,1997,Sales,571
E2,1997,Sales,497
E3,1997,Sales,593
E4,1997,Sales,1140
E5,1997,Sales,500
E6,1997,Sales,1202
E7,1997,Sales,728
E8,1997,Sales,405
E9,1997,Sales,396
EC1A,1997,Sales,12
EC1M,1997,Sales,40
EC1N,1997,Sales,86
EC1R,1997,Sales,170
EC1V,1997,Sales,121
EC1Y,1997,Sales,29
EC2A,1997,Sales,21
EC2Y,1997,Sales,241
EC3N,1997,Sales,30
EC3R,1997,Sales,5
EC4A,1997,Sales,15
EC4M,1997,Sales,3
EC4V,1997,Sales,98
EC4Y,1997,Sales,17
EN1,1997,Sales,1003
EN2,1997,Sales,874
EN3,1997,Sales,862
EN4,1997,Sales,579
EN5,1997,Sales,863
EN8,1997,Sales,1067
HA0,1997,Sales,798
HA1,1997,Sales,789
HA2,1997,Sales,913
HA3,1997,Sales,1033
HA4,1997,Sales,969
HA5,1997,Sales,874
HA6,1997,Sales,505
HA7,1997,Sales,511
HA8,1997,Sales,908
HA9,1997,Sales,592
IG1,1997,Sales,1064
IG11,1997,Sales,796
IG2,1997,Sales,398
IG3,1997,Sales,594
IG4,1997,Sales,129
IG5,1997,Sales,270
IG6,1997,Sales,446
IG7,1997,Sales,324
IG8,1997,Sales,762
IG9,1997,Sales,378
KT1,1997,Sales,673
KT2,1997,Sales,1000
KT3,1997,Sales,781
KT4,1997,Sales,702
KT5,1997,Sales,543
KT6,1997,Sales,865
KT8,1997,Sales,475
KT9,1997,Sales,432
N1,1997,Sales,1279
N10,1997,Sales,640
N11,1997,Sales,632
N12,1997,Sales,599
N13,1997,Sales,596
N14,1997,Sales,686
N15,1997,Sales,581
N16,1997,Sales,928
N17,1997,Sales,777
N18,1997,Sales,440
N19,1997,Sales,502
N1C,1997,Sales,0
N2,1997,Sales,530
N20,1997,Sales,381
N21,1997,Sales,648
N22,1997,Sales,707
N3,1997,Sales,580
N4,1997,Sales,970
N5,1997,Sales,452
N6,1997,Sales,600
N7,1997,Sales,607
N8,1997,Sales,859
N9,1997,Sales,817
NW1,1997,Sales,892
NW10,1997,Sales,1159
NW11,1997,Sales,637
NW2,1997,Sales,1090
NW3,1997,Sales,1407
NW4,1997,Sales,635
NW5,1997,Sales,372
NW6,1997,Sales,1467
NW7,1997,Sales,488
NW8,1997,Sales,1001
NW9,1997,Sales,821
RM1,1997,Sales,382
RM10,1997,Sales,499
RM11,1997,Sales,668
RM12,1997,Sales,622
RM13,1997,Sales,512
RM14,1997,Sales,497
RM2,1997,Sales,272
RM3,1997,Sales,635
RM4,1997,Sales,74
RM5,1997,Sales,286
RM6,1997,Sales,557
RM7,1997,Sales,471
RM8,1997,Sales,560
RM9,1997,Sales,378
SE1,1997,Sales,1372
SE10,1997,Sales,370
SE11,1997,Sales,282
SE12,1997,Sales,513
SE13,1997,Sales,835
SE14,1997,Sales,342
SE15,1997,Sales,635
SE16,1997,Sales,946
SE17,1997,Sales,175
SE18,1997,Sales,1014
SE19,1997,Sales,675
SE2,1997,Sales,339
SE20,1997,Sales,527
SE21,1997,Sales,304
SE22,1997,Sales,708
SE23,1997,Sales,717
SE24,1997,Sales,477
SE25,1997,Sales,889
SE26,1997,Sales,703
SE27,1997,Sales,438
SE28,1997,Sales,314
SE3,1997,Sales,690
SE4,1997,Sales,596
SE5,1997,Sales,688
SE6,1997,Sales,1055
SE7,1997,Sales,249
SE8,1997,Sales,184
SE9,1997,Sales,950
SM1,1997,Sales,916
SM2,1997,Sales,901
SM3,1997,Sales,397
SM4,1997,Sales,613
SM5,1997,Sales,832
SM6,1997,Sales,763
SM7,1997,Sales,400
SW10,1997,Sales,682
SW11,1997,Sales,2098
SW12,1997,Sales,1040
SW13,1997,Sales,577
SW14,1997,Sales,491
SW15,1997,Sales,1639
SW16,1997,Sales,1717
SW17,1997,Sales,1558
SW18,1997,Sales,1822
SW19,1997,Sales,2200
SW1A,1997,Sales,24
SW1E,1997,Sales,32
SW1H,1997,Sales,22
SW1P,1997,Sales,343
SW1V,1997,Sales,675
SW1W,1997,Sales,187
SW1X,1997,Sales,291
SW1Y,1997,Sales,35
SW2,1997,Sales,955
SW20,1997,Sales,757
SW3,1997,Sales,928
SW4,1997,Sales,998
SW5,1997,Sales,610
SW6,1997,Sales,1810
SW7,1997,Sales,662
SW8,1997,Sales,440
SW9,1997,Sales,622
TN14,1997,Sales,230
TN16,1997,Sales,457
TW1,1997,Sales,895
TW10,1997,Sales,544
TW11,1997,Sales,814
TW12,1997,Sales,540
TW13,1997,Sales,769
TW14,1997,Sales,474
TW2,1997,Sales,752
TW3,1997,Sales,605
TW4,1997,Sales,315
TW5,1997,Sales,372
TW7,1997,Sales,662
TW8,1997,Sales,285
TW9,1997,Sales,593
UB1,1997,Sales,359
UB10,1997,Sales,588
UB2,1997,Sales,344
UB3,1997,Sales,742
UB4,1997,Sales,684
UB5,1997,Sales,667
UB6,1997,Sales,796
UB7,1997,Sales,600
UB8,1997,Sales,623
UB9,1997,Sales,344
W10,1997,Sales,356
W11,1997,Sales,711
W12,1997,Sales,679
W13,1997,Sales,739
W14,1997,Sales,1136
W1B,1997,Sales,18
W1D,1997,Sales,20
W1F,1997,Sales,33
W1G,1997,Sales,99
W1H,1997,Sales,246
W1J,1997,Sales,53
W1K,1997,Sales,101
W1S,1997,Sales,16
W1T,1997,Sales,190
W1U,1997,Sales,167
W1W,1997,Sales,93
W2,1997,Sales,1416
W3,1997,Sales,794
W4,1997,Sales,1332
W5,1997,Sales,1221
W6,1997,Sales,775
W7,1997,Sales,608
W8,1997,Sales,704
W9,1997,Sales,1227
WC1A,1997,Sales,13
WC1B,1997,Sales,20
WC1E,1997,Sales,28
WC1H,1997,Sales,149
WC1N,1997,Sales,80
WC1R,1997,Sales,11
WC1X,1997,Sales,56
WC2B,1997,Sales,14
WC2E,1997,Sales,15
WC2H,1997,Sales,59
WC2N,1997,Sales,73
WC2R,1997,Sales,2
BR1,1998,Sales,941
BR2,1998,Sales,1018
BR3,1998,Sales,1312
BR4,1998,Sales,336
BR5,1998,Sales,722
BR6,1998,Sales,675
BR7,1998,Sales,327
CR0,1998,Sales,3115
CR2,1998,Sales,1095
CR3,1998,Sales,790
CR4,1998,Sales,1083
CR5,1998,Sales,468
CR7,1998,Sales,829
CR8,1998,Sales,637
DA1,1998,Sales,0
DA14,1998,Sales,441
DA15,1998,Sales,635
DA16,1998,Sales,608
DA17,1998,Sales,371
DA18,1998,Sales,31
DA5,1998,Sales,355
DA6,1998,Sales,159
DA7,1998,Sales,588
DA8,1998,Sales,639
E1,1998,Sales,837
E10,1998,Sales,694
E11,1998,Sales,1005
E12,1998,Sales,583
E13,1998,Sales,577
E14,1998,Sales,1880
E15,1998,Sales,597
E16,1998,Sales,519
E17,1998,Sales,1981
E18,1998,Sales,468
E1W,1998,Sales,668
E2,1998,Sales,681
E3,1998,Sales,593
E4,1998,Sales,1094
E5,1998,Sales,564
E6,1998,Sales,1161
E7,1998,Sales,816
E8,1998,Sales,469
E9,1998,Sales,439
EC1A,1998,Sales,59
EC1M,1998,Sales,80
EC1N,1998,Sales,47
EC1R,1998,Sales,114
EC1V,1998,Sales,236
EC1Y,1998,Sales,103
EC2A,1998,Sales,43
EC2Y,1998,Sales,188
EC3N,1998,Sales,55
EC3R,1998,Sales,5
EC4A,1998,Sales,55
EC4M,1998,Sales,48
EC4V,1998,Sales,229
EC4Y,1998,Sales,5
EN1,1998,Sales,966
EN2,1998,Sales,792
EN3,1998,Sales,992
EN4,1998,Sales,495
EN5,1998,Sales,800
EN8,1998,Sales,929
HA0,1998,Sales,735
HA1,1998,Sales,757
HA2,1998,Sales,900
HA3,1998,Sales,971
HA4,1998,Sales,958
HA5,1998,Sales,768
HA6,1998,Sales,441
HA7,1998,Sales,550
HA8,1998,Sales,912
HA9,1998,Sales,587
IG1,1998,Sales,1053
IG11,1998,Sales,686
IG2,1998,Sales,396
IG3,1998,Sales,552
IG4,1998,Sales,117
IG5,1998,Sales,248
IG6,1998,Sales,425
IG7,1998,Sales,342
IG8,1998,Sales,669
IG9,1998,Sales,311
KT1,1998,Sales,496
KT2,1998,Sales,807
KT3,1998,Sales,700
KT4,1998,Sales,594
KT5,1998,Sales,408
KT6,1998,Sales,905
KT8,1998,Sales,442
KT9,1998,Sales,393
N1,1998,Sales,1357
N10,1998,Sales,568
N11,1998,Sales,684
N12,1998,Sales,523
N13,1998,Sales,774
N14,1998,Sales,504
N15,1998,Sales,567
N16,1998,Sales,865
N17,1998,Sales,702
N18,1998,Sales,477
N19,1998,Sales,510
N1C,1998,Sales,0
N2,1998,Sales,418
N20,1998,Sales,369
N21,1998,Sales,608
N22,1998,Sales,712
N3,1998,Sales,513
N4,1998,Sales,905
N5,1998,Sales,427
N6,1998,Sales,467
N7,1998,Sales,488
N8,1998,Sales,826
N9,1998,Sales,829
NW1,1998,Sales,842
NW10,1998,Sales,1249
NW11,1998,Sales,578
NW2,1998,Sales,1101
NW3,1998,Sales,1171
NW4,1998,Sales,628
NW5,1998,Sales,404
NW6,1998,Sales,1293
NW7,1998,Sales,437
NW8,1998,Sales,778
NW9,1998,Sales,856
RM1,1998,Sales,387
RM10,1998,Sales,597
RM11,1998,Sales,507
RM12,1998,Sales,561
RM13,1998,Sales,402
RM14,1998,Sales,458
RM2,1998,Sales,234
RM3,1998,Sales,529
RM4,1998,Sales,66
RM5,1998,Sales,281
RM6,1998,Sales,544
RM7,1998,Sales,516
RM8,1998,Sales,493
RM9,1998,Sales,434
SE1,1998,Sales,1371
SE10,1998,Sales,375
SE11,1998,Sales,305
SE12,1998,Sales,512
SE13,1998,Sales,871
SE14,1998,Sales,352
SE15,1998,Sales,648
SE16,1998,Sales,1001
SE17,1998,Sales,220
SE18,1998,Sales,1092
SE19,1998,Sales,618
SE2,1998,Sales,298
SE20,1998,Sales,491
SE21,1998,Sales,292
SE22,1998,Sales,710
SE23,1998,Sales,755
SE24,1998,Sales,393
SE25,1998,Sales,883
SE26,1998,Sales,657
SE27,1998,Sales,435
SE28,1998,Sales,432
SE3,1998,Sales,640
SE4,1998,Sales,579
SE5,1998,Sales,560
SE6,1998,Sales,945
SE7,1998,Sales,260
SE8,1998,Sales,229
SE9,1998,Sales,873
SM1,1998,Sales,1007
SM2,1998,Sales,883
SM3,1998,Sales,373
SM4,1998,Sales,572
SM5,1998,Sales,805
SM6,1998,Sales,795
SM7,1998,Sales,359
SW10,1998,Sales,537
SW11,1998,Sales,1823
SW12,1998,Sales,977
SW13,1998,Sales,480
SW14,1998,Sales,428
SW15,1998,Sales,1306
SW16,1998,Sales,1674
SW17,1998,Sales,1686
SW18,1998,Sales,1542
SW19,1998,Sales,2033
SW1A,1998,Sales,7
SW1E,1998,Sales,19
SW1H,1998,Sales,19
SW1P,1998,Sales,268
SW1V,1998,Sales,573
SW1W,1998,Sales,148
SW1X,1998,Sales,236
SW1Y,1998,Sales,22
SW2,1998,Sales,962
SW20,1998,Sales,692
SW3,1998,Sales,758
SW4,1998,Sales,859
SW5,1998,Sales,501
SW6,1998,Sales,1479
SW7,1998,Sales,642
SW8,1998,Sales,399
SW9,1998,Sales,543
TN14,1998,Sales,201
TN16,1998,Sales,368
TW1,1998,Sales,894
TW10,1998,Sales,405
TW11,1998,Sales,707
TW12,1998,Sales,590
TW13,1998,Sales,414
TW14,1998,Sales,330
TW2,1998,Sales,690
TW3,1998,Sales,510
TW4,1998,Sales,293
TW5,1998,Sales,266
TW7,1998,Sales,600
TW8,1998,Sales,266
TW9,1998,Sales,538
UB1,1998,Sales,367
UB10,1998,Sales,591
UB2,1998,Sales,327
UB3,1998,Sales,826
UB4,1998,Sales,715
UB5,1998,Sales,768
UB6,1998,Sales,840
UB7,1998,Sales,516
UB8,1998,Sales,627
UB9,1998,Sales,264
W10,1998,Sales,331
W11,1998,Sales,622
W12,1998,Sales,643
W13,1998,Sales,726
W14,1998,Sales,961
W1B,1998,Sales,31
W1D,1998,Sales,32
W1F,1998,Sales,33
W1G,1998,Sales,73
W1H,1998,Sales,180
W1J,1998,Sales,74
W1K,1998,Sales,113
W1S,1998,Sales,7
W1T,1998,Sales,75
W1U,1998,Sales,190
W1W,1998,Sales,81
W2,1998,Sales,1245
W3,1998,Sales,811
W4,1998,Sales,1178
W5,1998,Sales,1050
W6,1998,Sales,669
W7,1998,Sales,517
W8,1998,Sales,638
W9,1998,Sales,974
WC1A,1998,Sales,15
WC1B,1998,Sales,54
WC1E,1998,Sales,25
WC1H,1998,Sales,170
WC1N,1998,Sales,92
WC1R,1998,Sales,23
WC1X,1998,Sales,71
WC2B,1998,Sales,27
WC2E,1998,Sales,28
WC2H,1998,Sales,39
WC2N,1998,Sales,49
WC2R,1998,Sales,7
BR1,1999,Sales,1230
BR2,1999,Sales,1181
BR3,1999,Sales,1413
BR4,1999,Sales,371
BR5,1999,Sales,773
BR6,1999,Sales,880
BR7,1999,Sales,386
CR0,1999,Sales,3193
CR2,1999,Sales,1162
CR3,1999,Sales,807
CR4,1999,Sales,1211
CR5,1999,Sales,580
CR7,1999,Sales,821
CR8,1999,Sales,755
DA1,1999,Sales,1076
DA14,1999,Sales,514
DA15,1999,Sales,746
DA16,1999,Sales,733
DA17,1999,Sales,453
DA18,1999,Sales,34
DA5,1999,Sales,404
DA6,1999,Sales,227
DA7,1999,Sales,717
DA8,1999,Sales,738
E1,1999,Sales,1129
E10,1999,Sales,737
E11,1999,Sales,1245
E12,1999,Sales,602
E13,1999,Sales,701
E14,1999,Sales,2462
E15,1999,Sales,640
E16,1999,Sales,613
E17,1999,Sales,2189
E18,1999,Sales,492
E1W,1999,Sales,668
E2,1999,Sales,634
E3,1999,Sales,765
E4,1999,Sales,1346
E5,1999,Sales,544
E6,1999,Sales,1376
E7,1999,Sales,731
E8,1999,Sales,466
E9,1999,Sales,467
EC1A,1999,Sales,72
EC1M,1999,Sales,254
EC1N,1999,Sales,34
EC1R,1999,Sales,124
EC1V,1999,Sales,312
EC1Y,1999,Sales,104
EC2A,1999,Sales,63
EC2Y,1999,Sales,235
EC3N,1999,Sales,79
EC3R,1999,Sales,45
EC4A,1999,Sales,49
EC4M,1999,Sales,6
EC4V,1999,Sales,492
EC4Y,1999,Sales,4
EN1,1999,Sales,1120
EN2,1999,Sales,782
EN3,1999,Sales,1058
EN4,1999,Sales,647
EN5,1999,Sales,943
EN8,1999,Sales,1025
HA0,1999,Sales,773
HA1,1999,Sales,903
HA2,1999,Sales,994
HA3,1999,Sales,1114
HA4,1999,Sales,1242
HA5,1999,Sales,925
HA6,1999,Sales,558
HA7,1999,Sales,615
HA8,1999,Sales,1055
HA9,1999,Sales,686
IG1,1999,Sales,1132
IG11,1999,Sales,770
IG2,1999,Sales,456
IG3,1999,Sales,617
IG4,1999,Sales,151
IG5,1999,Sales,292
IG6,1999,Sales,549
IG7,1999,Sales,438
IG8,1999,Sales,812
IG9,1999,Sales,383
KT1,1999,Sales,559
KT2,1999,Sales,862
KT3,1999,Sales,833
KT4,1999,Sales,749
KT5,1999,Sales,513
KT6,1999,Sales,1072
KT8,1999,Sales,556
KT9,1999,Sales,522
N1,1999,Sales,1464
N10,1999,Sales,685
N11,1999,Sales,846
N12,1999,Sales,604
N13,1999,Sales,722
N14,1999,Sales,573
N15,1999,Sales,615
N16,1999,Sales,1026
N17,1999,Sales,885
N18,1999,Sales,547
N19,1999,Sales,502
N1C,1999,Sales,0
N2,1999,Sales,547
N20,1999,Sales,404
N21,1999,Sales,630
N22,1999,Sales,781
N3,1999,Sales,601
N4,1999,Sales,793
N5,1999,Sales,555
N6,1999,Sales,580
N7,1999,Sales,637
N8,1999,Sales,903
N9,1999,Sales,945
NW1,1999,Sales,885
NW10,1999,Sales,1294
NW11,1999,Sales,637
NW2,1999,Sales,1264
NW3,1999,Sales,1352
NW4,1999,Sales,698
NW5,1999,Sales,415
NW6,1999,Sales,1505
NW7,1999,Sales,550
NW8,1999,Sales,922
NW9,1999,Sales,873
RM1,1999,Sales,405
RM10,1999,Sales,567
RM11,1999,Sales,712
RM12,1999,Sales,619
RM13,1999,Sales,509
RM14,1999,Sales,451
RM2,1999,Sales,282
RM3,1999,Sales,644
RM4,1999,Sales,75
RM5,1999,Sales,293
RM6,1999,Sales,578
RM7,1999,Sales,626
RM8,1999,Sales,611
RM9,1999,Sales,392
SE1,1999,Sales,1317
SE10,1999,Sales,483
SE11,1999,Sales,260
SE12,1999,Sales,602
SE13,1999,Sales,835
SE14,1999,Sales,457
SE15,1999,Sales,800
SE16,1999,Sales,1236
SE17,1999,Sales,253
SE18,1999,Sales,1199
SE19,1999,Sales,775
SE2,1999,Sales,326
SE20,1999,Sales,614
SE21,1999,Sales,366
SE22,1999,Sales,848
SE23,1999,Sales,837
SE24,1999,Sales,423
SE25,1999,Sales,1026
SE26,1999,Sales,670
SE27,1999,Sales,451
SE28,1999,Sales,724
SE3,1999,Sales,783
SE4,1999,Sales,617
SE5,1999,Sales,743
SE6,1999,Sales,1067
SE7,1999,Sales,256
SE8,1999,Sales,527
SE9,1999,Sales,971
SM1,1999,Sales,1142
SM2,1999,Sales,897
SM3,1999,Sales,482
SM4,1999,Sales,656
SM5,1999,Sales,859
SM6,1999,Sales,901
SM7,1999,Sales,400
SW10,1999,Sales,660
SW11,1999,Sales,2290
SW12,1999,Sales,1031
SW13,1999,Sales,620
SW14,1999,Sales,593
SW15,1999,Sales,1633
SW16,1999,Sales,1984
SW17,1999,Sales,1927
SW18,1999,Sales,2158
SW19,1999,Sales,2536
SW1A,1999,Sales,14
SW1E,1999,Sales,23
SW1H,1999,Sales,45
SW1P,1999,Sales,484
SW1V,1999,Sales,662
SW1W,1999,Sales,335
SW1X,1999,Sales,270
SW1Y,1999,Sales,30
SW2,1999,Sales,1085
SW20,1999,Sales,838
SW3,1999,Sales,899
SW4,1999,Sales,1118
SW5,1999,Sales,623
SW6,1999,Sales,2074
SW7,1999,Sales,924
SW8,1999,Sales,516
SW9,1999,Sales,537
TN14,1999,Sales,261
TN16,1999,Sales,422
TW1,1999,Sales,971
TW10,1999,Sales,595
TW11,1999,Sales,841
TW12,1999,Sales,636
TW13,1999,Sales,592
TW14,1999,Sales,440
TW2,1999,Sales,777
TW3,1999,Sales,595
TW4,1999,Sales,355
TW5,1999,Sales,333
TW7,1999,Sales,674
TW8,1999,Sales,293
TW9,1999,Sales,707
UB1,1999,Sales,323
UB10,1999,Sales,694
UB2,1999,Sales,381
UB3,1999,Sales,863
UB4,1999,Sales,908
UB5,1999,Sales,809
UB6,1999,Sales,838
UB7,1999,Sales,620
UB8,1999,Sales,699
UB9,1999,Sales,335
W10,1999,Sales,354
W11,1999,Sales,683
W12,1999,Sales,635
W13,1999,Sales,707
W14,1999,Sales,1134
W1B,1999,Sales,24
W1D,1999,Sales,25
W1F,1999,Sales,31
W1G,1999,Sales,100
W1H,1999,Sales,254
W1J,1999,Sales,72
W1K,1999,Sales,130
W1S,1999,Sales,14
W1T,1999,Sales,90
W1U,1999,Sales,206
W1W,1999,Sales,114
W2,1999,Sales,1482
W3,1999,Sales,1031
W4,1999,Sales,1371
W5,1999,Sales,1180
W6,1999,Sales,761
W7,1999,Sales,619
W8,1999,Sales,757
W9,1999,Sales,1078
WC1A,1999,Sales,13
WC1B,1999,Sales,62
WC1E,1999,Sales,26
WC1H,1999,Sales,161
WC1N,1999,Sales,68
WC1R,1999,Sales,8
WC1X,1999,Sales,76
WC2B,1999,Sales,59
WC2E,1999,Sales,9
WC2H,1999,Sales,47
WC2N,1999,Sales,53
WC2R,1999,Sales,3
BR1,2000,Sales,1140
BR2,2000,Sales,988
BR3,2000,Sales,1264
BR4,2000,Sales,270
BR5,2000,Sales,769
BR6,2000,Sales,820
BR7,2000,Sales,389
CR0,2000,Sales,1994
CR2,2000,Sales,1054
CR3,2000,Sales,723
CR4,2000,Sales,1108
CR5,2000,Sales,411
CR7,2000,Sales,603
CR8,2000,Sales,614
DA1,2000,Sales,987
DA14,2000,Sales,379
DA15,2000,Sales,576
DA16,2000,Sales,605
DA17,2000,Sales,456
DA18,2000,Sales,40
DA5,2000,Sales,359
DA6,2000,Sales,183
DA7,2000,Sales,609
DA8,2000,Sales,635
E1,2000,Sales,1029
E10,2000,Sales,823
E11,2000,Sales,1116
E12,2000,Sales,548
E13,2000,Sales,742
E14,2000,Sales,2291
E15,2000,Sales,667
E16,2000,Sales,780
E17,2000,Sales,2172
E18,2000,Sales,440
E1W,2000,Sales,563
E2,2000,Sales,661
E3,2000,Sales,669
E4,2000,Sales,1152
E5,2000,Sales,477
E6,2000,Sales,1492
E7,2000,Sales,855
E8,2000,Sales,430
E9,2000,Sales,404
EC1A,2000,Sales,63
EC1M,2000,Sales,107
EC1N,2000,Sales,33
EC1R,2000,Sales,96
EC1V,2000,Sales,207
EC1Y,2000,Sales,63
EC2A,2000,Sales,63
EC2Y,2000,Sales,142
EC3N,2000,Sales,38
EC3R,2000,Sales,270
EC4A,2000,Sales,32
EC4M,2000,Sales,54
EC4V,2000,Sales,377
EC4Y,2000,Sales,1
EN1,2000,Sales,970
EN2,2000,Sales,656
EN3,2000,Sales,1184
EN4,2000,Sales,530
EN5,2000,Sales,786
EN8,2000,Sales,835
HA0,2000,Sales,761
HA1,2000,Sales,718
HA2,2000,Sales,867
HA3,2000,Sales,1051
HA4,2000,Sales,903
HA5,2000,Sales,863
HA6,2000,Sales,459
HA7,2000,Sales,570
HA8,2000,Sales,997
HA9,2000,Sales,717
IG1,2000,Sales,999
IG11,2000,Sales,887
IG2,2000,Sales,429
IG3,2000,Sales,620
IG4,2000,Sales,130
IG5,2000,Sales,226
IG6,2000,Sales,483
IG7,2000,Sales,377
IG8,2000,Sales,676
IG9,2000,Sales,291
KT1,2000,Sales,516
KT2,2000,Sales,714
KT3,2000,Sales,724
KT4,2000,Sales,600
KT5,2000,Sales,439
KT6,2000,Sales,953
KT8,2000,Sales,430
KT9,2000,Sales,466
N1,2000,Sales,1254
N10,2000,Sales,632
N11,2000,Sales,752
N12,2000,Sales,543
N13,2000,Sales,523
N14,2000,Sales,454
N15,2000,Sales,616
N16,2000,Sales,828
N17,2000,Sales,920
N18,2000,Sales,501
N19,2000,Sales,444
N1C,2000,Sales,0
N2,2000,Sales,480
N20,2000,Sales,337
N21,2000,Sales,436
N22,2000,Sales,644
N3,2000,Sales,522
N4,2000,Sales,738
N5,2000,Sales,371
N6,2000,Sales,469
N7,2000,Sales,572
N8,2000,Sales,686
N9,2000,Sales,889
NW1,2000,Sales,904
NW10,2000,Sales,1285
NW11,2000,Sales,582
NW2,2000,Sales,1099
NW3,2000,Sales,1286
NW4,2000,Sales,605
NW5,2000,Sales,283
NW6,2000,Sales,1295
NW7,2000,Sales,405
NW8,2000,Sales,972
NW9,2000,Sales,858
RM1,2000,Sales,349
RM10,2000,Sales,507
RM11,2000,Sales,526
RM12,2000,Sales,555
RM13,2000,Sales,492
RM14,2000,Sales,397
RM2,2000,Sales,227
RM3,2000,Sales,566
RM4,2000,Sales,69
RM5,2000,Sales,279
RM6,2000,Sales,629
RM7,2000,Sales,578
RM8,2000,Sales,580
RM9,2000,Sales,526
SE1,2000,Sales,1878
SE10,2000,Sales,387
SE11,2000,Sales,181
SE12,2000,Sales,613
SE13,2000,Sales,825
SE14,2000,Sales,507
SE15,2000,Sales,749
SE16,2000,Sales,1037
SE17,2000,Sales,190
SE18,2000,Sales,979
SE19,2000,Sales,778
SE2,2000,Sales,375
SE20,2000,Sales,585
SE21,2000,Sales,315
SE22,2000,Sales,730
SE23,2000,Sales,725
SE24,2000,Sales,407
SE25,2000,Sales,997
SE26,2000,Sales,705
SE27,2000,Sales,421
SE28,2000,Sales,735
SE3,2000,Sales,720
SE4,2000,Sales,552
SE5,2000,Sales,658
SE6,2000,Sales,1046
SE7,2000,Sales,297
SE8,2000,Sales,391
SE9,2000,Sales,951
SM1,2000,Sales,940
SM2,2000,Sales,849
SM3,2000,Sales,412
SM4,2000,Sales,611
SM5,2000,Sales,765
SM6,2000,Sales,830
SM7,2000,Sales,349
SW10,2000,Sales,537
SW11,2000,Sales,1896
SW12,2000,Sales,791
SW13,2000,Sales,378
SW14,2000,Sales,409
SW15,2000,Sales,1326
SW16,2000,Sales,1688
SW17,2000,Sales,1560
SW18,2000,Sales,1635
SW19,2000,Sales,1913
SW1A,2000,Sales,42
SW1E,2000,Sales,10
SW1H,2000,Sales,30
SW1P,2000,Sales,384
SW1V,2000,Sales,502
SW1W,2000,Sales,204
SW1X,2000,Sales,309
SW1Y,2000,Sales,34
SW2,2000,Sales,1121
